0	75360	0	0.1	0.9	6.13	-0.13	0
0.034589252625077	75416	-0.09	0.07	0.99	4.12	5.21	5.34
0.11550339715874	75547	-0.1	0.08	0.94	4.82	5.9	6.03
0.150710315009265	75604	-0.08	0.08	0.87	5.43	5.04	5.17
0.18591723285979	75661	-0.08	0.06	0.98	3.36	4.78	4.91
0.221124150710315	75718	-0.09	0.07	0.96	4.04	5.39	5.52
0.256948733786288	75776	-0.1	0.07	0.96	4.26	5.78	5.91
0.291537986411365	75832	-0.09	0.07	0.97	4.07	5.27	5.4
0.32674490426189	75889	-0.09	0.07	0.96	4.06	5.33	5.46
0.361334156886967	75945	-0.09	0.07	0.97	4.12	5.31	5.44
0.39715873996294	76003	-0.09	0.07	0.96	4.25	5.22	5.35
0.432365657813465	76060	-0.09	0.07	0.96	4.31	5.38	5.51
0.466954910438542	76116	-0.09	0.07	0.96	4.29	5.37	5.5
0.502779493514515	76174	-0.09	0.08	0.95	4.73	5.57	5.7
0.537368746139592	76230	-0.09	0.07	0.96	4.13	5.3	5.43
0.573193329215565	76288	-0.09	0.07	0.96	4.24	5.31	5.44
0.607782581840642	76344	-0.09	0.07	0.97	4.13	5.2	5.33
0.642989499691167	76401	-0.09	0.07	0.96	4	5.29	5.42
0.723285978999382	76531	-0.09	0.07	0.96	4.14	5.33	5.46
0.77455219271155	76614	-0.09	0.07	0.96	4.22	5.44	5.57
0.809141445336627	76670	-0.09	0.07	0.96	4.16	5.36	5.49
0.8449660284126	76728	-0.09	0.07	0.96	4.17	5.44	5.57
0.879555281037677	76784	-0.09	0.07	0.96	4.18	5.35	5.48
0.914762198888203	76841	-0.09	0.07	0.96	4.17	5.37	5.5
0.950586781964175	76899	-0.09	0.07	0.96	4.19	5.31	5.44
0.985176034589253	76955	-0.09	0.07	0.96	4.19	5.33	5.46
1.02038295243978	77012	-0.09	0.07	0.96	4.07	5.41	5.54
1.0555898702903	77069	-0.09	0.07	0.96	4.18	5.54	5.67
1.09079678814083	77126	-0.09	0.07	0.96	4.19	5.23	5.36
1.1266213712168	77184	-0.09	0.07	0.96	4.2	5.36	5.49
1.16121062384188	77240	-0.09	0.07	0.96	4.32	5.35	5.48
1.1964175416924	77297	-0.09	0.07	0.96	4.22	5.45	5.58
1.23100679431748	77353	-0.09	0.07	0.96	4.14	5.35	5.48
1.26683137739345	77411	-0.09	0.07	0.96	4.12	5.32	5.45
1.34712785670167	77541	-0.09	0.07	0.96	4.11	5.33	5.46
1.41939468807906	77658	-0.09	0.07	0.96	4.3	5.44	5.57
1.45460160592959	77715	-0.09	0.07	0.96	4.2	5.32	5.45
1.48919085855466	77771	-0.09	0.07	0.96	4.22	5.52	5.65
1.52501544163064	77829	-0.09	0.07	0.96	4.28	5.32	5.45
1.55960469425571	77885	-0.09	0.07	0.96	4.11	5.6	5.73
1.59481161210624	77942	-0.09	0.07	0.97	4.1	5.21	5.34
1.633106856084	78004	-0.09	0.07	0.96	4.21	5.34	5.47
1.66831377393453	78061	-0.09	0.07	0.96	4.2	5.29	5.42
1.7029030265596	78117	-0.09	0.07	0.96	4.22	5.42	5.55
1.73872760963558	78175	-0.09	0.07	0.96	4.11	5.22	5.35
1.77331686226065	78231	-0.09	0.07	0.96	4.22	5.54	5.67
1.80852378011118	78288	-0.09	0.07	0.96	4.1	5.46	5.59
